,('028300','20191111',148100,149600,135500,139400,147580.000,157700.000,154240.000,87380.000,68523.333,1628606.000,3058668.000,3386895.300,2550534.050,2085451.825)
,('028300','20191108',149300,153000,145600,147800,154180.000,156860.000,153385.000,85495.000,67958.333,1316620.000,3009318.600,3439178.300,2541744.400,2075580.933)
,('028300','20191107',133500,158600,129000,151500,158180.000,157620.000,151520.000,83450.000,67352.500,6059277.000,3085780.600,3455742.650,2545251.650,2066780.750)
,('028300','20191106',157000,158000,138100,138100,161480.000,160970.000,149570.000,81325.833,66735.833,3789269.000,2428065.000,3246935.600,2470731.217,2018366.133)
,('028300','20191105',167000,169100,153700,161100,167860.000,165240.000,148115.000,79422.500,66202.500,2499568.000,2737132.600,3364023.650,2439623.667,1989593.350)
,('028300','20191104',176000,178300,169100,172400,167820.000,167210.000,145505.000,77160.833,65493.333,1381859.000,3679962.400,3532796.200,2443527.017,1970407.342)
,('028300','20191101',168000,173800,162000,167800,159540.000,166750.000,141185.000,74755.000,64699.167,1698930.000,4648943.800,3729319.550,2526524.183,1961930.592)
,('028300','20191031',172600,174000,157600,168000,157060.000,162880.000,136300.000,72413.333,63935.000,2770699.000,5429764.400,3778104.200,2537593.550,1952710.650)
,('028300','20191030',165000,184800,162000,170000,160460.000,158840.000,131350.000,70037.500,63205.833,5334607.000,5976769.400,4012914.200,2511354.767,1932385.775)
,('028300','20191029',137600,165800,126700,160900,162620.000,154630.000,125870.000,67656.667,62477.500,7213717.000,4909848.000,3910236.700,2465912.800,1889754.758)
,('028300','20191028',155000,158800,125300,131000,166600.000,150780.000,120150.000,65373.333,61845.000,6226766.000,4705508.200,3606618.400,2389530.317,1830892.217)
,('028300','20191025',175700,185700,148000,155400,173960.000,149910.000,115897.500,63671.667,61454.167,5603033.000,4468684.000,3347437.900,2296084.233,1781469.283)
,('028300','20191024',210500,213900,154800,185000,168700.000,145420.000,110377.500,61584.167,60858.333,5505724.000,3612573.200,3114861.800,2209683.733,1736680.150)
,('028300','20191023',180800,180800,180800,180800,157220.000,138170.000,103405.000,59018.333,60014.167,0.000,2689310.400,2885038.350,2125211.300,1692515.742)
,('028300','20191022',181000,209700,167800,180800,146640.000,130990.000,96732.500,56523.333,59184.167,6192018.000,3134129.000,2977075.750,2134329.983,1694996.092)
,('028300','20191021',132100,167800,129900,167800,134960.000,123800.000,89892.500,54026.667,58370.000,5042645.000,2103442.600,2705488.900,2044519.633,1644739.950)
,('028300','20191018',127900,129500,119900,129100,125860.000,115620.000,83790.000,51772.500,57674.167,1322479.000,1629766.800,2476846.100,1967337.867,1604615.817)
,('028300','20191017',127300,129300,126100,127600,122140.000,109720.000,79645.000,50167.500,57307.500,889410.000,1694852.400,2443040.100,1959561.283,1595798.967)
,('028300','20191016',127300,131000,125200,127900,119120.000,103860.000,75645.000,48590.000,56939.167,2224093.000,1893597.600,2454082.150,1999270.667,1590050.083)
,('028300','20191015',121200,123400,119000,122400,115340.000,97110.000,71570.000,46975.833,56562.500,1038586.000,2674985.000,2388602.450,1977730.100,1572905.808)
,('028300','20191014',126500,130000,116600,122300,112640.000,89520.000,67745.000,45442.500,56230.000,2674266.000,3642271.600,2384348.550,1978077.350,1566922.075)
,('028300','20191011',117200,118000,106900,110500,105380.000,81885.000,63867.500,43925.000,55918.333,1647907.000,4169883.600,2296889.050,1944879.900,1546675.825)
,('028300','20191010',109400,117800,106500,112500,97300.000,75335.000,60720.000,42622.500,55718.333,1883136.000,4375226.800,2242797.600,1935796.500,1535653.092)
,('028300','20191008',114000,125400,100900,109000,88600.000,68640.000,57495.000,41291.667,55477.500,6131030.000,5491979.400,2187589.100,1940318.167,1521595.333)
,('028300','20191007',93000,110000,89200,108900,78880.000,62475.000,54445.000,40015.000,55269.167,5875019.000,4921984.800,1927679.700,1869414.883,1472613.692)
,('028300','20191004',80000,90600,78300,86000,66400.000,55985.000,51400.000,38747.500,55075.000,5312326.000,3975251.200,1698940.550,1806849.100,1426001.042)
,('028300','20191002',67200,71300,65300,70100,58390.000,51960.000,49425.000,37917.500,55075.000,2674623.000,3121417.200,1535966.750,1739693.250,1383657.325)
,('028300','20191001',61000,76000,60700,69000,53370.000,49570.000,48300.000,37370.000,55220.000,7466899.000,2776794.800,1571760.450,1726411.967,1367203.283)
,('028300','20190930',60200,60400,56300,60400,48680.000,47430.000,46962.500,36820.000,55374.167,3281057.000,1465266.000,1244615.350,1628271.533,1307200.833)
,('028300','20190927',47250,47700,45750,46500,46070.000,46030.000,46025.000,36445.000,55593.333,1141351.000,1177204.200,1133201.950,1618441.167,1283097.017)
,('028300','20190926',45700,46500,43300,45950,45570.000,45970.000,45772.500,36287.500,55940.000,1043156.000,1100990.200,1151134.500,1712379.417,1277224.275)
,('028300','20190925',44950,46700,44600,45000,45530.000,45850.000,45515.000,36160.833,56289.583,951511.000,986316.800,1164192.850,2128760.733,1278748.300)
,('028300','20190924',46500,47200,45350,45550,45770.000,46105.000,45250.000,35999.167,56582.083,909255.000,925286.400,1290258.600,2118276.850,1272362.933)
,('028300','20190923',43100,47950,42200,47350,46180.000,46350.000,44972.500,36080.000,56870.000,1840748.000,965485.600,1432804.050,2150664.650,1267239.217)
,('028300','20190920',45550,46150,43650,44000,45990.000,46415.000,44657.500,36490.833,57142.083,760281.000,780235.800,1562512.550,2137365.567,1255124.733)
,('028300','20190919',45700,46850,45200,45750,46370.000,46815.000,44105.000,36994.167,57408.750,469789.000,818881.200,1576103.950,2135453.100,1251654.467)
,('028300','20190918',47700,48150,45950,46200,46170.000,46890.000,43470.000,37415.000,57667.500,646359.000,909938.600,1632921.950,2132332.683,1250393.958)
,('028300','20190917',45950,49500,45800,47600,46440.000,47030.000,42820.000,37813.333,57935.833,1110251.000,893882.400,1672985.700,2125902.900,1247503.875)
,('028300','20190916',46200,47800,44850,46400,46520.000,46495.000,42072.500,38205.000,58189.167,914499.000,827625.400,1815677.050,2122171.067,1242099.817)
,('028300','20190911',44250,46800,42800,45900,46840.000,46020.000,41170.000,38603.333,58470.833,953508.000,831294.000,1883103.050,2114113.217,1238154.342)
,('028300','20190910',47100,47550,44500,44750,47260.000,45575.000,40155.000,39031.667,58768.333,925076.000,900639.600,1880358.300,2115063.767,1233644.567)
,('028300','20190909',48150,48700,47350,47550,47610.000,45180.000,39232.500,39555.833,59092.083,566078.000,1126194.400,1889165.850,2117190.517,1228398.117)
,('028300','20190906',48050,48400,46450,48000,47620.000,44395.000,38110.000,39958.333,59383.333,778966.000,1691078.200,1937214.700,2126805.917,1226874.533)
,('028300','20190905',48000,48950,47100,48000,46470.000,43595.000,36912.500,40365.000,59685.000,932842.000,1720084.400,1977668.950,2120478.933,1224151.825)
,('028300','20190904',48900,49800,46650,48000,45200.000,42900.000,35707.500,40758.333,60001.667,1300236.000,1744073.800,2027167.650,2108217.467,1225284.583)
,('028300','20190903',48550,49550,43700,46500,43890.000,41395.000,34577.500,41175.000,60306.667,2052850.000,1784027.000,2098844.300,2090141.150,1221430.892)
,('028300','20190902',42800,48550,42550,47600,42750.000,40050.000,33655.000,41616.667,60654.167,3390497.000,1634321.600,2314286.250,2058956.500,1209849.717)
,('028300','20190830',42000,42900,41550,42250,41170.000,38610.000,32640.000,42031.667,61011.667,923997.000,1650787.400,2262916.000,2005256.617,1190371.667)
,('028300','20190829',41650,42450,40600,41650,40720.000,37650.000,31800.000,42547.500,61372.083,1052789.000,2218020.800,2276534.750,1994913.967,1187999.492)
,('028300','20190828',41100,41950,39900,41450,40600.000,36320.000,31075.000,43088.333,61713.333,1500002.000,2894446.600,2354299.750,1981856.667,1183182.167)
,('028300','20190827',40750,41300,39650,40800,38900.000,34735.000,30197.500,43609.167,62062.083,1304323.000,2800868.000,2410838.050,1961709.883,1176293.033)
,('028300','20190826',38200,43000,37300,39700,37350.000,33285.000,29602.500,44099.167,62442.083,3472826.000,2861233.200,2376621.950,1947247.467,1174753.517)
,('028300','20190823',39300,43400,38650,40000,36050.000,31825.000,29125.000,44565.833,62877.083,3760164.000,2456194.800,2223930.800,1897414.583,1149606.133)
,('028300','20190822',33000,42200,32250,41050,34580.000,30230.000,28677.500,45062.500,63326.250,4434918.000,2496977.600,2057791.500,1840329.833,1123618.225)
,('028300','20190821',32650,33500,31900,32950,32040.000,28515.000,28180.000,45588.333,63732.500,1032109.000,2062597.800,1863401.650,1771552.833,1093907.950)
,('028300','20190820',33800,33800,31300,33050,30570.000,27760.000,28082.500,46235.833,64220.417,1606149.000,2035898.600,1851966.050,1759427.167,1089730.975)
,('028300','20190819',33950,34500,32400,33200,29220.000,27260.000,28057.500,46863.333,64697.500,1447634.000,1934914.200,1792245.550,1743896.333,1081997.117)
,('028300','20190816',28100,33600,27600,32650,27600.000,26670.000,28037.500,47531.667,65165.833,3964078.000,1950798.400,1762658.050,1723833.700,1075517.375)
,('028300','20190814',26200,29100,26000,28350,25880.000,25950.000,28052.500,48209.167,65613.750,2263019.000,1475593.000,1728052.800,1660896.917,1046503.500)
,('028300','20190813',25950,27200,25600,25600,24990.000,25830.000,28187.500,48943.333,66090.000,898613.000,1407552.400,1661484.800,1629396.833,1030270.217)
,('028300','20190812',24700,26950,24700,26300,24950.000,25660.000,28427.500,49666.667,66600.833,1101227.000,1774583.600,1669525.200,1620369.600,1027279.358)
,('028300','20190809',24400,26500,23800,25100,25300.000,25920.000,28675.000,50421.667,67099.167,1527055.000,2826676.000,1648584.800,1609417.467,1022554.050)
,('028300','20190808',24100,24900,23250,24050,25740.000,26425.000,29037.500,51255.000,67582.500,1588051.000,2993883.400,1627377.200,1588309.850,1012929.925)
,('028300','20190807',26300,26500,23150,23900,26020.000,27125.000,29467.500,52145.833,68062.083,1922816.000,2915547.600,1655696.450,1566001.050,1002831.033)
,('028300','20190806',26900,29000,24850,25400,26670.000,27845.000,29892.500,52982.500,68549.583,2733769.000,3052602.200,1653397.300,1539563.033,990141.067)
,('028300','20190805',27250,33500,23200,28050,26370.000,28405.000,30265.000,53825.833,69021.250,6361689.000,3032002.000,1622762.450,1497287.667,972089.208)
,('028300','20190802',24450,28200,22500,27300,26540.000,28855.000,30672.500,54643.333,69465.833,2363092.000,1883664.400,1368826.750,1397337.000,922722.683)
,('028300','20190801',27700,28100,24850,25450,27110.000,29405.000,31170.000,55456.667,69913.333,1196372.000,1494846.600,1344559.450,1367827.750,911546.342)
,('028300','20190731',26150,27650,25100,27150,28230.000,30155.000,31697.500,56374.167,70340.417,2608089.000,1343047.800,1363664.500,1353416.783,904183.475)
,('028300','20190730',29000,29550,21800,23900,29020.000,30545.000,32235.000,57298.333,70754.167,2630768.000,930854.200,1367821.800,1313596.717,886282.392)
,('028300','20190729',30000,30200,28800,28900,30440.000,31195.000,32892.500,58316.667,71173.333,620001.000,565380.000,1575165.700,1272254.117,866735.867)
,('028300','20190726',30800,31100,30150,30150,31170.000,31430.000,33365.000,59236.667,71557.500,419003.000,523727.600,2845467.400,1266854.333,865196.425)
,('028300','20190725',31100,31550,30250,31050,31700.000,31650.000,33622.500,60132.500,71920.417,437378.000,611103.800,2840641.150,1263676.567,863525.925)
,('028300','20190724',31000,31850,30550,31100,32080.000,31810.000,34590.000,61010.000,72281.667,547121.000,1178022.800,2961398.400,1259820.183,863062.925)
,('028300','20190723',32400,32500,30700,31000,32070.000,31940.000,36635.000,61845.000,72642.500,803397.000,1254930.400,2986182.500,1255662.200,863568.050)
,('028300','20190722',33050,33300,32450,32550,31950.000,32125.000,38795.000,62713.333,72980.833,411739.000,1306135.200,2978289.300,1244960.267,859546.617)
,('028300','20190719',33150,33750,32050,32800,31690.000,32490.000,40717.500,63575.833,73307.083,855884.000,1360271.200,2971830.550,1241893.767,858962.575)
,('028300','20190718',31050,37100,30000,32950,31600.000,32935.000,42582.500,64447.500,73623.750,3271973.000,1409675.000,2942064.950,1232036.650,854299.733)
,('028300','20190717',30450,31350,29500,31050,31540.000,33240.000,44490.000,65288.333,73952.500,931659.000,1186167.600,2822783.350,1180829.500,831606.367)
,('028300','20190716',31100,31850,29950,30400,31810.000,33925.000,46452.500,66149.167,74274.583,1059421.000,1375202.400,2797751.800,1168081.517,826198.058)
,('028300','20190715',32400,32750,31200,31250,32300.000,34590.000,48512.500,67017.500,74600.417,682419.000,1587532.600,2795307.800,1155766.800,822353.942)
,('028300','20190712',32900,33800,31800,32350,33290.000,35300.000,50760.000,67911.667,74891.667,1102903.000,1707643.800,2813820.900,1148471.750,822869.000)
,('028300','20190711',32300,33200,29850,32650,34270.000,35595.000,52727.500,68814.167,75191.250,2154436.000,1862612.400,2815825.850,1135509.683,820813.975)
,('028300','20190710',32700,33700,31450,32400,34940.000,37370.000,54715.000,69663.333,75513.333,1876833.000,1747419.800,2728071.400,1102872.500,805565.950)
,('028300','20190709',36250,37000,31300,32850,36040.000,41330.000,56675.000,70523.333,75835.000,2121072.000,1910300.200,2644087.450,1075812.500,794022.242)
,('028300','20190708',36850,38050,35900,36200,36880.000,45465.000,58682.500,71402.500,76179.583,1282975.000,2841615.000,2548816.700,1045152.983,778078.250)
,('028300','20190705',36300,37500,35350,37250,37310.000,48945.000,60522.500,72232.500,76497.083,1877746.000,7790227.000,2493756.500,1027621.400,771037.625)
,('028300','20190704',36850,37400,35350,36000,36920.000,52230.000,62285.000,73070.000,76795.000,1578473.000,7479173.400,2408294.400,1007994.600,758769.525)
,('028300','20190703',36950,38600,36050,37900,39800.000,55740.000,64145.000,73928.333,77091.667,2691235.000,7733983.400,2344542.650,986130.133,748565.283)
,('028300','20190702',40100,41700,34350,37050,46620.000,58980.000,65955.000,74741.667,77384.167,6777646.000,7404297.000,2223448.450,947752.867,729968.817)
,('028300','20190701',29000,42650,28550,38350,54050.000,62435.000,67737.500,75592.500,77692.083,26026035.000,6177874.400,1899125.900,842069.133,677798.508)
,('028300','20190628',35300,35300,35300,35300,60580.000,66220.000,69330.000,76418.333,77985.000,322478.000,1029180.200,619653.050,428735.867,466475.308)
,('028300','20190627',73300,73500,50400,50400,67540.000,69860.000,70950.000,77165.000,78326.667,2852523.000,1016799.000,627671.800,426449.017,471379.508)
,('028300','20190626',73900,78000,72000,72000,71680.000,72060.000,71920.000,77660.000,78572.500,1042803.000,623562.600,501799.600,383813.783,452486.500)
,('028300','20190625',71000,75000,69500,74200,71340.000,72020.000,71950.000,77793.333,78623.333,645533.000,501207.600,465074.350,372883.900,459898.667)
,('028300','20190624',70000,72300,69500,71000,70820.000,71900.000,71830.000,77823.333,78663.333,282564.000,574209.200,448026.150,367855.833,469817.867)
,('028300','20190621',71800,71900,70100,70100,71860.000,72100.000,71815.000,77920.000,78695.833,260572.000,728232.600,467612.900,368455.233,474046.292)
,('028300','20190620',71000,71400,68000,71100,72180.000,72340.000,71975.000,78058.333,78757.500,886341.000,904718.600,466778.100,369104.850,476807.392)
,('028300','20190619',72200,73900,70200,70300,72440.000,72550.000,72085.000,78173.333,78810.833,431028.000,807319.800,431854.600,362028.567,476845.617)
,('028300','20190618',76700,77000,69900,71600,72700.000,72930.000,72190.000,78338.333,78865.000,1010541.000,760545.000,428953.900,362195.467,482831.733)
,('028300','20190617',72500,79000,72400,76200,72980.000,73040.000,72060.000,78505.000,78869.167,1052681.000,601568.200,396275.800,352225.367,481077.033)
,('028300','20190614',77200,78300,69200,71700,72340.000,72440.000,71830.000,78628.333,78834.167,1143002.000,427386.200,365846.700,339605.717,482239.058)
,('028300','20190613',72100,73100,70700,72400,72500.000,72040.000,72000.000,78808.333,78836.667,399347.000,232486.600,321726.500,326943.150,482889.983)
,('028300','20190612',73000,73200,71300,71600,72660.000,71780.000,72255.000,79005.000,78897.500,197154.000,213304.800,314235.300,327824.717,485478.250)
,('028300','20190611',74100,74200,72500,73000,73160.000,71880.000,72380.000,79245.000,78965.833,215657.000,227744.200,321204.350,342351.700,488223.183)
,('028300','20190610',73000,74300,72400,73000,73100.000,71760.000,72530.000,79438.333,79008.333,181771.000,242851.800,320283.850,352720.633,492027.583)
,('028300','20190607',74200,74200,72300,72500,72540.000,71530.000,72735.000,79691.667,79080.000,168504.000,293813.200,329427.750,360742.933,495527.533)
,('028300','20190605',76500,76500,72200,73200,71580.000,71610.000,72915.000,79991.667,79174.167,303438.000,356683.000,350629.400,375486.717,497827.958)
,('028300','20190604',72800,75600,72700,74100,70900.000,71620.000,73280.000,80196.667,79249.167,269351.000,363011.200,352043.200,381085.017,499885.308)
,('028300','20190603',71300,73200,70300,72700,70600.000,71450.000,73705.000,80338.333,79352.500,291195.000,370800.600,349519.900,384507.667,501616.450)
,('028300','20190531',67600,71300,67300,70200,70420.000,71080.000,74320.000,80515.000,79479.167,436578.000,373475.400,342470.750,390876.183,503630.942)
,('028300','20190530',70000,70700,67000,67700,70520.000,71220.000,75015.000,80785.000,79636.667,482853.000,421019.600,335442.550,402259.567,505285.725)
,('028300','20190529',72000,72100,69400,69800,71640.000,71960.000,75825.000,81188.333,79776.667,335079.000,373224.200,322716.750,401797.683,504909.992)
